2636,신당(6),내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2636,신당(6),내부,승강기)휠체어리프트 2,BM1-B1,내부,사용가능
2636,신당(6),내부,승강기)휠체어리프트 3,B1-B2,내부,사용가능
2636,신당(6),내부,승강기)휠체어리프트 4,B1-B2,내부,사용가능
2637,동묘앞(6),내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2642,월곡,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2643,상월곡,내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2643,상월곡,내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2645,석계(6),내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2645,석계(6),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2648,봉화산,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2648,봉화산,내부,승강기)휠체어리프트 2,B1-B2,내부,사용가능
2713,수락산,내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2713,수락산,내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2714,마들,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2728,어린이대공원,내부,승강기)휠체어리프트 1,F1-F2,내부,사용가능
2729,건대입구(7),내부,승강기)휠체어리프트 4,B1-B2,내부,사용가능
2731,청담,내부,승강기)휠체어리프트 1,B3-B4,내부,보수중
2731,청담,내부,승강기)휠체어리프트 2,B3-B4,내부,사용가능
2732,강남구청(7),내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2734,논현,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2735,반포,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2736,고속터미널(7),내부,승강기)휠체어리프트 1,B1-B3,내부,사용가능
2736,고속터미널(7),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2736,고속터미널(7),내부,승강기)휠체어리프트 3,FM1-B1,내부,사용가능
2736,고속터미널(7),내부,승강기)휠체어리프트 4,FM1-B1,내부,사용가능
2738,총신대입구(7),내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2738,총신대입구(7),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2738,총신대입구(7),내부,승강기)휠체어리프트 3,B1-B2,내부,사용가능
2746,대림(7),내부,승강기)휠체어리프트 1,F2-B2,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 1,B5-B4,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 10,BM1-B1,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 2,B5-B4,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 3,B5-B4,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 4,B5-B4,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 5,B4-B2,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 6,B4-B2,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 7,BM1-B1,내부,사용가능
2747,남구로,내부,승강기)휠체어리프트 9,B1-B2,내부,사용가능
2748,가산디지털단지(7),내부,승강기)휠체어리프트 1,B1-BM1,내부,사용가능
2748,가산디지털단지(7),내부,승강기)휠체어리프트 2,BM1-B1,내부,사용가능
2748,가산디지털단지(7),내부,승강기)휠체어리프트 3,F2-B1,내부,사용가능
2748,가산디지털단지(7),내부,승강기)휠체어리프트 4,F2-B1,내부,사용가능
2750,광명사거리,내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2752,온수(7),내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2752,온수(7),내부,승강기)휠체어리프트 2,B1-B2,내부,사용가능
2812,천호(8),내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2812,천호(8),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2812,천호(8),내부,승강기)휠체어리프트 3,B2-B3,내부,사용가능
2812,천호(8),내부,승강기)휠체어리프트 4,B2-B3,내부,사용가능
2815,잠실(8),내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2815,잠실(8),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
2815,잠실(8),내부,승강기)휠체어리프트 3,B1-B2,내부,사용가능
2823,남한산성입구,내부,승강기)휠체어리프트 1,B1-B2,내부,사용가능
2827,모란(8),내부,승강기)휠체어리프트 1,B2-B3,내부,사용가능
2827,모란(8),내부,승강기)휠체어리프트 2,B2-B3,내부,사용가능
153,종로3가(3),내부,승강기)휠체어리프트 1,정보없음,안국역측 승강장,사용가능
153,종로3가(3),내부,승강기)휠체어리프트 2,정보없음,을지3가측 2-3층,사용가능
153,종로3가(3),내부,승강기)휠체어리프트 4,정보없음,을지3가측 1-2층,사용가능
